epoch,train_loss,eval_loss,epe_mean,epe_median,epe_p80,epe_p90,mae_x,mae_y
1,0.06289194261457824,0.03310406620576444,0.2856892943382263,0.2221554070711136,0.39751508831977844,0.5521335601806641,0.18632715940475464,0.17510154843330383
2,0.013375780677590288,0.033807142523421874,0.292987585067749,0.23681676387786865,0.4069337546825409,0.5423904657363892,0.19430452585220337,0.17618316411972046
3,0.006649231149945399,0.01916237120518821,0.20525765419006348,0.14782139658927917,0.2970624268054962,0.42748624086380005,0.12651926279067993,0.13311982154846191
4,0.003987614210295662,0.01918789125925601,0.2088930308818817,0.16227446496486664,0.28500238060951233,0.3896838426589966,0.12035288661718369,0.1438950002193451
5,0.012759711541753656,0.020126901211345964,0.22441264986991882,0.17621499300003052,0.32949429750442505,0.43182656168937683,0.13132308423519135,0.1539866030216217
6,0.0021765429589581165,0.014171072818463344,0.17719902098178864,0.12983231246471405,0.24146883189678192,0.3654126524925232,0.10880769789218903,0.11695379763841629
7,0.0022461068463256496,0.014443696569429093,0.1791917085647583,0.1414104849100113,0.2356458604335785,0.3203442394733429,0.10931887477636337,0.12002772092819214
8,0.0013852939200996632,0.013980707498645157,0.16830146312713623,0.1183990016579628,0.24316100776195526,0.37359076738357544,0.09938088059425354,0.114128477871418
9,0.0019562857219547892,0.01480772557683947,0.17824500799179077,0.12411234527826309,0.24228434264659882,0.3804316222667694,0.10915868729352951,0.11601018905639648
10,0.0011980955290782401,0.015466248224487169,0.17653106153011322,0.11536450684070587,0.2608822286128998,0.3980356752872467,0.11068514734506607,0.11055038869380951
11,0.0008461685167463259,0.014439927704792318,0.17117251455783844,0.1153920441865921,0.2505282163619995,0.3736761808395386,0.10315247625112534,0.11200281977653503
12,0.0007254334858218379,0.013367471278496176,0.1636982411146164,0.11168123036623001,0.23748978972434998,0.34101608395576477,0.09371894598007202,0.111764095723629
13,0.0004200570651339291,0.012199157412410636,0.1508350819349289,0.09859662503004074,0.20725315809249878,0.3218003511428833,0.09300553798675537,0.09704207628965378
14,0.000306319959588395,0.011964327659288995,0.14845995604991913,0.09512826055288315,0.20771728456020355,0.33376121520996094,0.09174822270870209,0.09498964995145798
15,0.0001898192655578864,0.012030397749423697,0.15038295090198517,0.09954994171857834,0.20870931446552277,0.32283997535705566,0.09086666256189346,0.09801483154296875
16,0.00014010247012863358,0.012907320525950634,0.1532159000635147,0.0970519632101059,0.22061903774738312,0.3394927382469177,0.09347561746835709,0.09871499985456467
17,9.972857214590431e-05,0.01309629143938102,0.154915452003479,0.09896079450845718,0.22151513397693634,0.3470396399497986,0.0939551293849945,0.09981409460306168
18,7.983325319697072e-05,0.01289343973955135,0.15311412513256073,0.09726922959089279,0.21862883865833282,0.3413971960544586,0.09255903959274292,0.09917237609624863
19,6.695621582256198e-05,0.01296516989662283,0.15317118167877197,0.09641695767641068,0.2192636877298355,0.3432510197162628,0.09272576123476028,0.0990971252322197
20,6.108650376538271e-05,0.012942381244961857,0.15284228324890137,0.09589323401451111,0.2181389480829239,0.3425893783569336,0.09245160967111588,0.09901762753725052
