epoch,train_loss,eval_loss,epe_mean,epe_median,epe_p80,epe_p90,mae_x,mae_y
1,0.037868371534921244,0.016742142241866036,0.21002382040023804,0.16770336031913757,0.3134399950504303,0.4157416820526123,0.09827659279108047,0.16324754059314728
2,0.005839175184382843,0.014425380604434981,0.197928324341774,0.17039865255355835,0.2925780415534973,0.3824154734611511,0.09538782387971878,0.15275971591472626
3,0.004660742284001301,0.010731064905201336,0.16809789836406708,0.13994261622428894,0.23872920870780945,0.3194008767604828,0.09457727521657944,0.1173875480890274
4,0.0031890124835394066,0.00741624435796658,0.13774512708187103,0.1117699071764946,0.19519369304180145,0.2638920545578003,0.06632304191589355,0.10486314445734024
5,0.0031606273573820654,0.00817860931620393,0.14378370344638824,0.11580123752355576,0.20685629546642303,0.2762821316719055,0.06253604590892792,0.11592268943786621
6,0.0023147073197382602,0.006666790910936483,0.13104316592216492,0.1092372015118599,0.1821463704109192,0.2421635389328003,0.06589173525571823,0.09865447878837585
7,0.0022492475650399235,0.005736628429950848,0.11861858516931534,0.09294319897890091,0.16599507629871368,0.22406131029129028,0.05593381077051163,0.09289827942848206
8,0.0010591890446432304,0.006635260918935614,0.12570872902870178,0.09608641266822815,0.1774260550737381,0.25729313492774963,0.050034597516059875,0.10430995374917984
9,0.0014885848300753364,0.006301550931232784,0.12070734798908234,0.0873236358165741,0.1768372356891632,0.25039830803871155,0.052206236869096756,0.09848587960004807
10,0.0008862709994179843,0.00559877888933002,0.1112462729215622,0.08069855719804764,0.16373571753501892,0.23462969064712524,0.046399470418691635,0.09104947745800018
11,0.000608428591779104,0.005806414997938638,0.11471746861934662,0.0872000902891159,0.16230399906635284,0.23010820150375366,0.04694155976176262,0.09402929991483688
12,0.0007553447527424192,0.005048195156213207,0.10731405764818192,0.08007190376520157,0.15051613748073578,0.222000390291214,0.045722536742687225,0.0877140685915947
13,0.00027688691906948036,0.005102477468070096,0.10427939891815186,0.0717041864991188,0.15582777559757233,0.22449976205825806,0.0443025566637516,0.08392282575368881
14,0.000254160117370279,0.004909343700989334,0.10269494354724884,0.0730757862329483,0.1514648050069809,0.2191254198551178,0.039914991706609726,0.08606094866991043
15,0.00014563567756190407,0.004487944337003697,0.09737429022789001,0.06822450459003448,0.140638068318367,0.2058935910463333,0.03928699716925621,0.08039554953575134
16,0.0001131968599533239,0.004694744598271596,0.0995393618941307,0.06954093277454376,0.14487235248088837,0.21534304320812225,0.04047480225563049,0.08219065517187119
17,8.587680873011187e-05,0.004632526980424055,0.09735777974128723,0.0657930076122284,0.14574378728866577,0.2095733880996704,0.040247105062007904,0.07993877679109573
18,6.941107007979654e-05,0.004711537137360874,0.09905094653367996,0.06810006499290466,0.14651162922382355,0.213027223944664,0.04057741537690163,0.08149891346693039
19,5.920705596664863e-05,0.004694946983780241,0.09855721890926361,0.06801518052816391,0.14591217041015625,0.21207104623317719,0.040215518325567245,0.08113659173250198
20,5.419658683954568e-05,0.0046628932019602285,0.0983859971165657,0.06768781691789627,0.14592866599559784,0.2104395478963852,0.040271881967782974,0.0809619277715683
