epoch,train_loss,eval_loss,epe_mean,epe_median,epe_p80,epe_p90,mae_x,mae_y
1,0.03938763822159298,0.014727787758826072,0.2107807695865631,0.19325223565101624,0.29715096950531006,0.3707638084888458,0.10403140634298325,0.1589205414056778
2,0.0068672707397731125,0.01667395103411629,0.22235417366027832,0.19675715267658234,0.3306583762168884,0.4104625880718231,0.13133195042610168,0.15052472054958344
3,0.006390187942695266,0.011327673340114034,0.17862586677074432,0.15134939551353455,0.25935447216033936,0.32939019799232483,0.0829087346792221,0.13916538655757904
4,0.0032905034094487967,0.010241310406911914,0.16346217691898346,0.1337238997220993,0.23611459136009216,0.308868408203125,0.06681486964225769,0.13455818593502045
5,0.004424085956093344,0.008296546880555892,0.1522500067949295,0.1296914964914322,0.21047043800354004,0.27241382002830505,0.07856795191764832,0.11310764402151108
6,0.002637459340958579,0.00817181442759771,0.1481008380651474,0.12505453824996948,0.2132035791873932,0.27319350838661194,0.06450250744819641,0.11982963979244232
7,0.0024448047445066764,0.005745773424610033,0.12590064108371735,0.10442039370536804,0.1823367476463318,0.23543044924736023,0.05808769538998604,0.10101129859685898
8,0.0011406646425290623,0.006090515348749115,0.12433645129203796,0.10105134546756744,0.1733943670988083,0.23863345384597778,0.05686495080590248,0.0989210233092308
9,0.0016480766521257014,0.00478948898222253,0.11165475100278854,0.09131574630737305,0.16045856475830078,0.2147550731897354,0.04743020981550217,0.09131459891796112
10,0.0008632577459520267,0.005751085704579274,0.12296837568283081,0.10166452080011368,0.17341387271881104,0.23642747104167938,0.06044311448931694,0.09488161653280258
11,0.0006257752370742549,0.004910184573693321,0.10935236513614655,0.08624306321144104,0.15382792055606842,0.22376912832260132,0.04623887687921524,0.08948441594839096
12,0.0008497788303224896,0.004002413705329195,0.0966828390955925,0.07335837185382843,0.13328903913497925,0.20707669854164124,0.043901968747377396,0.07852759212255478
13,0.0002411961440545684,0.004142557210144465,0.09726503491401672,0.07325910031795502,0.13472089171409607,0.2044571340084076,0.0442698635160923,0.0787053257226944
14,0.00030485461185467675,0.004059295557208163,0.09684626013040543,0.07191914319992065,0.14208029210567474,0.20440874993801117,0.04039320722222328,0.0804418995976448
15,0.000103821754152724,0.003966212872780308,0.09288357943296432,0.0674312487244606,0.1286347210407257,0.20459787547588348,0.03895663842558861,0.07712152600288391
16,7.92161647717985e-05,0.004012368043088898,0.09268037229776382,0.06606234610080719,0.12565243244171143,0.20903946459293365,0.03937148675322533,0.07702776789665222
17,5.712033375142368e-05,0.004000574638422463,0.09283305704593658,0.06590264290571213,0.12707722187042236,0.20840702950954437,0.038038890808820724,0.07792224735021591
18,4.3969416325384674e-05,0.004016210912973542,0.09245048463344574,0.06613478064537048,0.1258157342672348,0.2133590131998062,0.03858970105648041,0.07720817625522614
19,3.571620340633145e-05,0.0040036978786877914,0.0922396257519722,0.06593068689107895,0.1262662708759308,0.21120619773864746,0.0384153313934803,0.07706982642412186
20,3.2068950360828626e-05,0.004003165596273677,0.09225524961948395,0.06584969907999039,0.1265803724527359,0.21241989731788635,0.03839500993490219,0.07716301083564758
