epoch,train_loss,eval_loss,epe_mean,epe_median,epe_p80,epe_p90,mae_x,mae_y
1,0.07179468682156322,0.0597371013643918,0.37759289145469666,0.2857007682323456,0.4934053122997284,0.7073606252670288,0.229501873254776,0.240293949842453
2,0.01615121195244916,0.034439401310781874,0.3000740706920624,0.24704192578792572,0.417673796415329,0.5638402104377747,0.1755073517560959,0.19913488626480103
3,0.0077166703212642705,0.020366126489169842,0.20548781752586365,0.1443856954574585,0.2916795611381531,0.4319109320640564,0.12545308470726013,0.13376405835151672
4,0.011710651256779045,0.01642272580850665,0.18972420692443848,0.14638559520244598,0.2578415274620056,0.34306278824806213,0.10284041613340378,0.13588666915893555
5,0.003753462277925632,0.017341342815564754,0.18625889718532562,0.1306179314851761,0.25690367817878723,0.37811800837516785,0.09618452936410904,0.13286545872688293
6,0.002951863618448581,0.016417286649950933,0.1858137547969818,0.14576637744903564,0.22439798712730408,0.32265129685401917,0.12212766706943512,0.1100216656923294
7,0.0030790230436841,0.016064092762288158,0.1816602200269699,0.1352495551109314,0.23708242177963257,0.3218488395214081,0.10215852409601212,0.12548843026161194
8,0.001773649695192861,0.014107521070358576,0.1633862853050232,0.10966446250677109,0.22467559576034546,0.3332837224006653,0.09285948425531387,0.11003613471984863
9,0.0019537422557487747,0.01302330123620699,0.15395578742027283,0.1051461473107338,0.19059571623802185,0.29633861780166626,0.09315213561058044,0.09806720167398453
10,0.0012272421762520272,0.012199571512657305,0.15730808675289154,0.10452983528375626,0.22162780165672302,0.3395581543445587,0.08538985997438431,0.10885530710220337
11,0.0008694423731876277,0.014859485475075273,0.16074414551258087,0.10359741002321243,0.20358514785766602,0.3375717103481293,0.09532549977302551,0.10440481454133987
12,0.0009502450017314665,0.014144399013539203,0.1610139161348343,0.10501784086227417,0.2200002372264862,0.34388187527656555,0.08924508094787598,0.11002975702285767
13,0.0004539991897090298,0.013047487781269738,0.15331639349460602,0.09960861504077911,0.20292089879512787,0.32813647389411926,0.0864190012216568,0.10352661460638046
14,0.0003236668997175621,0.012895444315149135,0.14895781874656677,0.09237135201692581,0.201059952378273,0.33030009269714355,0.08300647884607315,0.10074468702077866
15,0.0002150597413335121,0.011821778528481224,0.14157983660697937,0.08844107389450073,0.1847044974565506,0.2972768545150757,0.0804062932729721,0.09377210587263107
16,0.00016667867025896218,0.01232582500431162,0.14528979361057281,0.08900930732488632,0.19246390461921692,0.31537023186683655,0.08161070197820663,0.09800161421298981
17,0.00012217659934814665,0.01236316923114309,0.14310237765312195,0.08362141251564026,0.19019365310668945,0.31260547041893005,0.08130678534507751,0.09521348029375076
18,9.811472641193344e-05,0.012008491685716235,0.14217457175254822,0.08523764461278915,0.1885722428560257,0.3069871664047241,0.08034925162792206,0.09517548978328705
19,8.351773946791872e-05,0.012153176600580283,0.14327047765254974,0.08632811903953552,0.19287355244159698,0.3129696846008301,0.08092416822910309,0.09593077749013901
20,7.651976963975554e-05,0.012181372287947693,0.14316338300704956,0.08598493039608002,0.19205664098262787,0.31283196806907654,0.08098658919334412,0.09580209106206894
